,Topline_csat,billing_csat,client_id,claim_csat_t3b,role,ee_csat_t3b_tem,ee_csat_t3b_vb,ee_csat_t3b_ltd,billing_m,issue_m,csat_onbrd,lives_group,Tenure_bin,hrc_flag,total_leave_indicator,has_TCS,BrkrSeg_1,DataFeedInd,LTD_ind,STD_ind,Dent_ind,VSN_ind,LIF_ind,ADD_ind,VB_ind,FML_ind,issue_handling_csat
3830,5,4,5.55555E+15,0,2,0,,1,,,,,,,,,,,,,,,,,,,
3831,10,10,5.55555E+15,1,4,1,,,,,,,,,,,,,,,,,,,,,
3832,10,10,442464,1,3,1,,,0,0,9,100to499,GT10,0,FALSE,0,z. Unknown,N,0,0,0,0,0,0,1,0,
3833,10,10,1030286919,1,4,1,,,,,,,,,,,,,,,,,,,,,
3834,9,9,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,1
3835,10,10,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
3836,5,5,612661,0,3,0,,,0,0,10,LT100,6to10,0,FALSE,0,f. $50K - $500K,N,1,0,0,0,0,0,0,0,
3837,8,9,1042434470,1,2,1,,,,,,,,,,,,,,,,,,,,,
3838,10,10,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,10
3839,9,8,526449,1,4,1,,,,,,,,,,,,,,,,,,,,,
3840,10,10,5.55555E+15,1,1,1,,,,,,,,,,,,,,,,,,,,,
3841,10,10,64005635,1,3,1,,1,0,0,10,LT100,GT10,0,FALSE,0,f. $50K - $500K,N,1,1,0,0,1,1,0,0,
3842,9,9,5.55555E+15,,1,,,,,,,,,,,,,,,,,,,,,,
3843,10,10,747989680,,1,,,,0,0,10,LT100,GT10,0,FALSE,0,e. <$50K,N,1,0,0,0,0,0,0,0,
3844,7,5,1438928408,0,3,1,1,,,,,,,,,,,,,,,,,,,,10
3845,9,10,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,
3846,10,10,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,
3847,8,7,1564790303,1,3,0.791836735,1,0.666666667,,,,,,,,,,,,,,,,,,,
3848,9,7,383843564,1,2,1,,,,,,,,,,,,,,,,,,,,,
3849,10,10,174288306,1,2,1,,,0.333333333,0.666666667,10,LT100,GT10,0,FALSE,0,f. $50K - $500K,N,1,1,0,0,1,1,0,0,10
3850,10,10,5.55555E+15,1,4,1,1,,,,,,,,,,,,,,,,,,,,
3851,10,10,5.55555E+15,1,1,1,,,,,,,,,,,,,,,,,,,,,
3852,10,9,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
3853,8,9,1592460956,1,2,1,,,,,,,,,,,,,,,,,,,,,
3854,10,10,866228626,0.6,2,0.5,0.8,1,0,0.219512195,10,500to1999,6to10,0,FALSE,0,g. $500K - $5M,N,1,1,0,0,1,1,1,1,
3855,9,11,1400929713,1,2,0.6,0.909090909,1,0,0,2,GTE2000,GT10,0,FALSE,0,g. $500K - $5M,Y,1,1,0,0,1,1,1,0,
3856,10,10,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
3857,10,9,1601156111,1,2,1,,,,,,,,,,,,,,,,,,,,,
3858,10,10,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
3859,10,10,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
3860,7,9,1352634418,1,2,1,0.85,,0,0.25,10,GTE2000,GT10,0,FALSE,0,z. Unknown,N,0,0,0,0,0,0,1,0,
3861,8,6,783561770,1,1,1,1,,0,0.666666667,10,LT100,6to10,0,FALSE,0,g. $500K - $5M,N,0,0,0,0,1,1,1,0,
3862,2,1,679788,1,2,1,,,1.548387097,0.345454545,10,100to499,GT10,1,FALSE,1,g. $500K - $5M,Y,1,1,1,1,1,1,1,0,
3863,9,10,5.55555E+15,1,1,1,,,,,,,,,,,,,,,,,,,,,
3864,7,6,1228923858,0.8,3,0.8,1,,,,,,,,,,,,,,,,,,,,9
3865,9,6,1422761012,0.6,4,0.625,1,,0,0.007272727,10,GTE2000,1,1,TRUE,1,h. $5M - $50M,N,1,1,0,0,1,1,1,1,
3866,10,10,1590768653,1,3,1,1,,,,,,,,,,,,,,,,,,,,
3867,10,10,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
3868,8,10,737043,1,1,1,,,0,0.4,8,LT100,6to10,0,TRUE,0,g. $500K - $5M,N,0,0,0,1,1,1,1,0,
3869,9,10,1468722984,1,1,0.6,0.666666667,1,0.230769231,0,7,GTE2000,3to5,1,TRUE,1,h. $5M - $50M,N,1,1,0,0,1,1,0,1,
3870,9,9,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,
3871,9,9,1372758429,0,2,0.636363636,,1,,,,,,,,,,,,,,,,,,,
3872,9,9,1523930283,1,3,0.428571429,1,,,,,,,,,,,,,,,,,,,,
3873,8,8,399027145,,3,,,,2.727272727,0.428571429,10,LT100,3to5,1,FALSE,1,h. $5M - $50M,Y,1,1,1,1,1,1,0,0,
3874,3,4,1196559365,,2,,,,,,,,,,,,,,,,,,,,,,9
3875,8,8,5.55555E+15,0.6,2,0.6,,,,,,,,,,,,,,,,,,,,,
3876,10,10,866393,1,2,0.7,0.666666667,0.4,,,,,,,,,,,,,,,,,,,
3877,10,10,5.55555E+15,,4,,,,1,0.4,10,LT100,6to10,0,FALSE,0,g. $500K - $5M,Y,1,0,0,0,1,1,0,0,
3878,10,5,521111,0,3,0,,,,,,,,,,,,,,,,,,,,,
3879,8,7,330497348,0,3,0,,,0,0,10,LT100,6to10,0,FALSE,0,g. $500K - $5M,N,1,0,0,0,1,1,0,0,7
3880,7,9,1555556470,0.666666667,1,0,,,,,,,,,,,,,,,,,,,,,
3881,9,10,409075482,0.2,3,0.2,,,1,0,10,LT100,GT10,0,FALSE,0,e. <$50K,N,1,1,0,0,0,0,0,0,10
3882,8,5,847192,0,2,0,,1,0,0,7,500to1999,GT10,0,FALSE,0,h. $5M - $50M,N,1,0,0,0,1,1,0,0,
3883,8,9,1242426470,1,2,1,0.666666667,,,,,,,,,,,,,,,,,,,,
3884,8,9,1235800071,0.6,3,0.6,,,,,,,,,,,,,,,,,,,,,
3885,10,10,5.55555E+15,,2,,,,,,,,,,,,,,,,,,,,,,
3886,10,10,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,
3887,7,8,432567,0.2,2,0.2,,,0.230769231,0.015384615,10,500to1999,GT10,1,FALSE,1,h. $5M - $50M,N,1,1,0,0,1,0,0,1,9.5
3888,5,8,968309988,1,1,0.6,0,,0.2,0.013333333,7,GTE2000,6to10,0,FALSE,1,c. AON Consulting,N,1,0,0,0,1,1,0,1,
3889,9,9,5.55555E+15,,2,,,,0,1,10,LT100,3to5,0,FALSE,0,e. <$50K,N,1,0,0,0,1,1,0,0,
3890,9,6,717910,0.4,3,0.4,,,0,0.4,10,100to499,GT10,0,FALSE,0,h. $5M - $50M,N,0,0,0,0,1,1,0,0,7.333333333
3891,8,8,1107222420,,4,,,,0,0.947368421,9,100to499,1,0,FALSE,0,f. $50K - $500K,N,0,0,0,1,1,1,0,0,9
3892,7,6,1318889747,1,2,1,,,,,,,,,,,,,,,,,,,,,
3893,3,5,1442361418,1,4,1,,,0.362416107,0.2,,500to1999,6to10,0,TRUE,0,g. $500K - $5M,N,1,1,0,0,1,1,1,0,10
3894,8,8,1483999851,1,3,0.681818182,,1,,,,,,,,,,,,,,,,,,,
3895,9,7,5.55555E+15,0.333333333,3,1,1,,,,,,,,,,,,,,,,,,,,7
3896,3,9,471943984,0.333333333,2,0.333333333,,,0,0.75,10,100to499,6to10,0,FALSE,0,g. $500K - $5M,N,1,0,0,0,1,1,0,0,10
3897,8,7,5.55555E+15,0,2,0,,,,,,,,,,,,,,,,,,,,,
3898,10,9,5.55555E+15,1,1,1,,,,,,,,,,,,,,,,,,,,,
3899,8,9,1068745212,1,3,1,,1,0.333333333,0.5,10,100to499,GT10,0,FALSE,1,h. $5M - $50M,Y,1,1,0,0,1,1,0,1,
3900,6,10,1224976891,1,2,0.833333333,,0.333333333,,,,,,,,,,,,,,,,,,,
3901,9,8,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,
3902,10,8,582291057,0.8,2,0.8,,,2,0.761904762,10,100to499,6to10,0,FALSE,0,h. $5M - $50M,Y,1,0,0,0,1,1,0,0,
3903,8,9,970423546,1,2,1,,,,,,,,,,,,,,,,,,,,,
3904,9,10,630616,1,3,1,,,0,0.5,10,100to499,6to10,0,FALSE,0,h. $5M - $50M,Y,1,0,0,0,1,1,0,0,4
3905,10,3,582207,1,3,1,,,3,0,10,LT100,GT10,0,FALSE,0,e. <$50K,N,1,1,0,0,1,1,0,0,10
3906,7,6,1220269692,0,2,0.25,,,5.333333333,0.193548387,,500to1999,6to10,1,FALSE,0,g. $500K - $5M,N,1,1,0,0,1,1,1,0,8
3907,10,10,142029625,1,1,1,,,0,1,10,LT100,6to10,0,FALSE,0,h. $5M - $50M,N,1,0,0,0,1,1,0,0,
3908,6,6,5.55555E+15,0,2,0,1,,,,,,,,,,,,,,,,,,,,
3909,8,7,729314585,1,3,1,0.777777778,,0,0,2,GTE2000,3to5,0,FALSE,1,h. $5M - $50M,N,1,1,0,0,1,1,1,0,
3910,8,9,306697680,,1,,,,,,,,,,,,,,,,,,,,,,
3911,8,9,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,10
3912,8,9,1347156300,1,3,1,,,,,,,,,,,,,,,,,,,,,
3913,10,10,5.55555E+15,1,1,1,,,,,,,,,,,,,,,,,,,,,
3914,10,10,1215066369,1,2,1,,,0.25,0.434782609,10,100to499,6to10,0,FALSE,0,f. $50K - $500K,N,1,0,0,0,1,1,0,0,7
3915,7,8,722137030,0.333333333,1,0.583333333,1,0.882352941,0,0.00041511,10,GTE2000,3to5,0,FALSE,1,i. >$50M,N,1,1,0,0,0,0,1,1,
3916,9,10,509448903,1,3,1,0,,,,,,,,,,,,,,,,,,,,
3917,6,7,1470168206,0,2,0.5,,,,,,,,,,,,,,,,,,,,,
3918,7,8,697737,1,2,1,,,1,0.5,10,LT100,GT10,0,FALSE,0,e. <$50K,N,0,0,0,0,1,1,0,0,
3919,10,7,5.55555E+15,0.8,3,0.5,1,,,,,,,,,,,,,,,,,,,,
3920,10,10,439517933,1,2,1,,,0,0.571428571,9,100to499,GT10,0,FALSE,0,g. $500K - $5M,N,1,0,0,0,1,1,1,0,10
3921,10,10,52160180,1,4,1,,,1.333333333,0.181818182,10,LT100,GT10,0,FALSE,0,h. $5M - $50M,N,1,0,0,0,0,0,0,0,10
3922,7,5,1581129696,0.8,2,1,,,,,,,,,,,,,,,,,,,,,
3923,10,10,16793469,1,2,1,,,0,0,10,LT100,GT10,0,FALSE,0,e. <$50K,N,0,0,0,0,1,1,0,0,
3924,10,9,5.55555E+15,1,2,1,0,,,,,,,,,,,,,,,,,,,,
3925,10,10,620791,,3,,,,0.5,1,10,LT100,6to10,0,FALSE,0,g. $500K - $5M,N,1,1,0,0,1,1,0,0,10
3926,10,9,5.55555E+15,1,3,0.888888889,1,,,,,,,,,,,,,,,,,,,,
3927,8,11,745300,0.8,4,0.142857143,,,,,,,,,,,,,,,,,,,,,6
3928,10,10,58353875,1,4,1,,,0.2,0.375,10,500to1999,GT10,0,FALSE,0,z. Unknown,N,0,0,0,0,0,0,1,0,10
3929,7,9,1207283095,1,2,1,1,,0,0,10,500to1999,1,1,FALSE,0,z. Unknown,N,0,0,0,0,0,0,1,0,
3930,6,10,5.55555E+15,0,3,0,,,,,,,,,,,,,,,,,,,,,
3931,8,10,1125121782,0,4,0,,,,,,,,,,,,,,,,,,,,,1
3932,9,9,811180,0.4,3,0.5,,1,0,0,7,500to1999,GT10,0,FALSE,0,z. Unknown,N,1,0,0,0,1,1,0,0,
3933,9,10,444459362,1,4,1,,1,,,,,,,,,,,,,,,,,,,
3934,8,10,638659,1,3,1,,,0,0,10,LT100,GT10,0,FALSE,0,g. $500K - $5M,N,1,0,0,0,0,0,0,0,
3935,10,5,1597149280,0,3,0,,,,,,,,,,,,,,,,,,,,,
3936,10,10,469886,1,3,1,,,0,0,10,LT100,2,0,FALSE,0,h. $5M - $50M,Y,1,1,1,1,1,1,0,0,10
3937,6,6,5.55555E+15,1,4,1,,,0,0,10,LT100,3to5,0,FALSE,0,g. $500K - $5M,N,0,0,0,0,1,1,0,0,
3938,9,7,1521950750,1,4,0.8,,,,,,,,,,,,,,,,,,,,,
3939,5,6,5.55555E+15,0,2,0,,,,,,,,,,,,,,,,,,,,,
3940,10,10,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,10
3941,7,10,1345140121,0.2,3,0.571428571,0.545454545,1,,,,,,,,,,,,,,,,,,,
3942,9,8,1220269692,0.8,2,0.25,,,5.333333333,0.193548387,,500to1999,6to10,1,FALSE,0,g. $500K - $5M,N,1,1,0,0,1,1,1,0,8
3943,7,4,1404602226,0.8,2,0.8,,,,,,,,,,,,,,,,,,,,,
3944,8,8,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,
3945,7,9,1359885583,0.2,1,0,,,1.4,0,7,GTE2000,GT10,0,FALSE,1,i. >$50M,N,1,1,0,0,0,0,0,1,
3946,10,10,607871,,4,,,,0,0.142857143,10,LT100,GT10,0,TRUE,0,f. $50K - $500K,N,0,0,0,0,1,1,0,0,
3947,8,5,433094230,1,4,0.571428571,0.823529412,0.9,0,0,10,GTE2000,6to10,0,FALSE,1,h. $5M - $50M,N,1,1,0,0,0,0,1,1,10
3948,9,10,5.55555E+15,1,4,1,,,,,,,,,,,,,,,,,,,,,
3949,9,10,5.55555E+15,,2,,,,,,,,,,,,,,,,,,,,,,
3950,8,9,777238,0,4,0,,,,,,,,,,,,,,,,,,,,,
3951,8,10,36300113,,2,,,,2,0.4,10,LT100,GT10,0,FALSE,0,g. $500K - $5M,N,0,0,0,0,1,1,0,0,
3952,7,5,23996722,0,2,1,,,2.307692308,0.111111111,10,100to499,6to10,1,TRUE,0,f. $50K - $500K,N,1,1,0,0,1,1,0,0,
3953,10,10,363619103,1,4,1,0,,0.114649682,0.485294118,10,100to499,6to10,0,TRUE,1,g. $500K - $5M,Y,1,0,0,0,1,1,1,1,10
3954,7,7,444269279,0.4,3,0.4,,,0,0.363636364,10,LT100,6to10,0,FALSE,0,g. $500K - $5M,N,1,1,0,0,1,1,0,0,10
3955,10,10,5.55555E+15,1,1,1,,,,,,,,,,,,,,,,,,,,,
3956,8,9,170301188,0.25,4,0.25,,,,,,,,,,,,,,,,,,,,,
3957,10,10,703281492,1,1,1,,,,,,,,,,,,,,,,,,,,,
3958,10,10,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
3959,10,9,5.55555E+15,1,1,1,1,,,,,,,,,,,,,,,,,,,,
3960,9,9,974749102,1,3,1,,,3.5,0.083333333,10,100to499,2,1,FALSE,0,h. $5M - $50M,N,1,1,0,0,1,1,0,0,
3961,9,11,820055426,1,4,1,,1,0,0.272727273,10,100to499,GT10,0,FALSE,0,g. $500K - $5M,N,1,0,0,0,1,1,0,0,
3962,9,5,820985437,1,3,0.666666667,,,0,0.071428571,7,500to1999,3to5,0,TRUE,0,h. $5M - $50M,N,1,1,0,0,1,1,0,0,
3963,8,8,1231985568,1,3,0.666666667,,1,,,,,,,,,,,,,,,,,,,
3964,8,9,972726752,0.8,2,0.666666667,,1,1.75,0.051724138,10,500to1999,2,0,FALSE,1,g. $500K - $5M,N,1,1,0,0,1,1,0,1,
3965,8,9,1246534637,,4,,,,,,,,,,,,,,,,,,,,,,
3966,7,7,558993296,0,1,0,,,2.5,0,7,500to1999,6to10,0,FALSE,0,c. AON Consulting,N,1,0,0,0,1,1,0,0,10
3967,9,10,998822242,1,3,1,,1,,,,,,,,,,,,,,,,,,,
3968,9,10,1287221963,1,1,1,,,0,1,10,LT100,GT10,0,FALSE,0,f. $50K - $500K,Y,0,0,0,0,1,1,1,0,
3969,4,8,1339726984,0,2,0,,,,,,,,,,,,,,,,,,,,,
3970,9,9,5.55555E+15,0,3,0,,,0,0.333333333,10,LT100,6to10,0,FALSE,0,e. <$50K,N,1,1,0,0,1,1,0,0,
3971,9,10,5.55555E+15,0.8,1,0.8,,,,,,,,,,,,,,,,,,,,,
3972,9,7,701258208,0.25,4,0.25,,,,,,,,,,,,,,,,,,,,,
3973,7,9,5.55555E+15,0,2,0,0,,,,,,,,,,,,,,,,,,,,
3974,10,10,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,
3975,10,10,5.55555E+15,,2,,,,,,,,,,,,,,,,,,,,,,
3976,9,10,1114756848,1,2,1,,,0.461538462,1,10,LT100,3to5,0,TRUE,0,h. $5M - $50M,N,1,1,1,1,1,1,0,0,10
3977,8,9,1446399810,1,3,1,,,0,0,10,100to499,GT10,0,FALSE,0,f. $50K - $500K,N,1,1,0,0,1,1,0,0,
3978,8,9,582291057,,2,,,,2,0.761904762,10,100to499,6to10,0,FALSE,0,h. $5M - $50M,Y,1,0,0,0,1,1,0,0,
3979,8,10,1268124321,0.4,4,0.4,,,0,0,10,LT100,6to10,0,FALSE,0,f. $50K - $500K,N,0,0,0,0,1,1,0,0,10
3980,8,10,5.55555E+15,0,2,0,,,,,,,,,,,,,,,,,,,,,
3981,10,10,1584900398,1,3,1,,,,,,,,,,,,,,,,,,,,,
3982,10,10,1226818009,1,4,1,,,0.363636364,0.083333333,7,500to1999,6to10,1,FALSE,0,g. $500K - $5M,N,1,1,0,0,1,1,0,0,
3983,10,10,5.55555E+15,1,1,0.888888889,1,,,,,,,,,,,,,,,,,,,,
3984,8,9,757293344,1,3,1,,,0,0.333333333,10,LT100,GT10,0,TRUE,0,f. $50K - $500K,N,1,1,0,0,1,1,0,0,
3985,7,10,1459867112,1,2,1,0.333333333,,,,,,,,,,,,,,,,,,,,
3986,8,10,619832445,1,3,1,,,0,0,10,LT100,GT10,0,FALSE,0,f. $50K - $500K,N,1,1,0,0,0,0,0,0,
3987,8,9,1117499825,0.5,4,0.5,,,,,,,,,,,,,,,,,,,,,
3988,10,9,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
3989,10,9,5.55555E+15,,1,,,,,,,,,,,,,,,,,,,,,,
3990,10,10,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,10
3991,10,10,5.55555E+15,,2,,,,,,,,,,,,,,,,,,,,,,
3992,9,9,929840286,0.666666667,4,0.666666667,,1,0.75,0.080808081,10,500to1999,6to10,0,FALSE,1,h. $5M - $50M,N,1,1,0,0,1,1,1,1,
3993,7,7,5.55555E+15,1,4,1,,,,,,,,,,,,,,,,,,,,,
3994,10,10,256322817,1,2,1,,,0,0.7,10,LT100,GT10,0,FALSE,0,f. $50K - $500K,N,1,0,0,0,1,1,1,0,
3995,8,8,1420620058,1,3,1,,,,,,,,,,,,,,,,,,,,,10
3996,10,10,509727,1,4,1,,,,,,,,,,,,,,,,,,,,,
3997,8,8,738064573,1,3,1,,,0,0.833333333,10,LT100,3to5,0,FALSE,0,f. $50K - $500K,N,1,0,1,1,1,1,0,0,
3998,9,7,34560127,1,2,1,,,,,,,,,,,,,,,,,,,,,
3999,9,10,408433383,1,2,1,,,,,,,,,,,,,,,,,,,,,
4000,8,9,848423941,0.2,3,0.8,1,,0,0.029850746,10,500to1999,3to5,0,TRUE,1,g. $500K - $5M,N,1,1,0,0,1,1,1,1,10
4001,10,10,801647,1,2,1,,,0,0,10,LT100,6to10,0,FALSE,0,f. $50K - $500K,N,1,0,0,0,1,1,0,0,10
4002,10,10,673991,,3,,,,0,0,10,LT100,6to10,0,FALSE,0,f. $50K - $500K,N,0,0,0,0,1,1,0,0,
4003,8,8,1470950255,1,2,0.666666667,,1,,,,,,,,,,,,,,,,,,,
4004,10,10,734228,1,1,1,,,0,0.7,9,100to499,GT10,0,FALSE,0,h. $5M - $50M,N,1,0,1,1,1,1,0,0,10
4005,5,11,1060452564,0,2,0.75,,0.666666667,0.142857143,0,7,GTE2000,GT10,1,FALSE,1,h. $5M - $50M,N,1,1,0,0,1,1,0,1,
4006,10,10,5.55555E+15,0,2,0,,,0.5,0.75,10,LT100,GT10,0,FALSE,0,f. $50K - $500K,N,1,0,0,0,1,1,0,0,
4007,10,10,480896,1,1,1,,,0,0,10,LT100,6to10,0,TRUE,0,i. >$50M,N,1,1,0,0,1,1,0,0,
4008,10,10,1502621768,1,2,0.5,,,,,,,,,,,,,,,,,,,,,
4009,8,7,807277,,1,,,,0,0,10,LT100,GT10,0,FALSE,0,e. <$50K,N,1,0,0,0,0,0,0,0,
4010,8,9,1224082401,,3,,,,4.333333333,0.065217391,10,100to499,6to10,0,FALSE,0,f. $50K - $500K,N,1,1,0,0,1,1,0,0,10
4011,10,10,917396956,1,4,1,,,0,0.548387097,10,LT100,3to5,0,FALSE,0,g. $500K - $5M,N,1,0,1,1,1,1,0,0,10
4012,7,6,5.55555E+15,1,2,1,,1,,,,,,,,,,,,,,,,,,,
4013,5,3,1504987514,,4,,,,,,,,,,,,,,,,,,,,,,
4014,7,10,5.55555E+15,0.333333333,1,0.333333333,,,,,,,,,,,,,,,,,,,,,
4015,10,10,5.55555E+15,,3,,,,,,,,,,,,,,,,,,,,,,
4016,1,1,5.55555E+15,,2,,,,,,,,,,,,,,,,,,,,,,
4017,10,7,306989407,1,3,1,1,,,,,,,,,,,,,,,,,,,,10
4018,7,7,977248338,0,3,0.652173913,,0.666666667,0,0,7,GTE2000,3to5,0,FALSE,1,h. $5M - $50M,N,1,1,0,0,0,0,0,1,
4019,5,3,5.55555E+15,,1,,,,,,,,,,,,,,,,,,,,,,
4020,7,6,1109467479,0,3,0,,,0.452830189,0.024390244,7,500to1999,1,1,FALSE,0,h. $5M - $50M,N,1,1,0,0,1,1,0,0,10
4021,9,10,5.55555E+15,,1,,,,,,,,,,,,,,,,,,,,,,
4022,7,8,1550205270,1,3,1,,,,,,,,,,,,,,,,,,,,,
4023,10,10,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
4024,10,10,1523211280,1,3,1,,,,,,,,,,,,,,,,,,,,,10
4025,1,11,5.55555E+15,0,3,0,,,,,,,,,,,,,,,,,,,,,
4026,7,5,1104496120,0.333333333,3,0.333333333,,,1.75,0.1875,10,100to499,GT10,0,TRUE,1,h. $5M - $50M,Y,1,1,0,0,1,1,1,1,8
4027,7,8,1110579356,0,3,0,,,0.2,0.182926829,10,100to499,1,1,TRUE,1,f. $50K - $500K,N,1,1,0,0,1,1,1,1,
4028,7,9,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
4029,10,9,734379,1,2,1,,,0,0,10,LT100,6to10,0,FALSE,0,f. $50K - $500K,N,0,0,0,0,1,1,0,0,
4030,9,9,1019833943,1,2,1,1,,,,,,,,,,,,,,,,,,,,9
4031,10,10,5.55555E+15,,3,,,,,,,,,,,,,,,,,,,,,,
4032,7,9,7106757,1,2,1,,,0,1,10,100to499,GT10,0,FALSE,0,g. $500K - $5M,N,0,0,0,0,1,1,0,0,
4033,7,7,432567,0,2,0,,,0.230769231,0.015384615,10,500to1999,GT10,1,FALSE,1,h. $5M - $50M,N,1,1,0,0,1,0,0,1,9.5
4034,9,7,1341443976,1,3,0,1,,,,,,,,,,,,,,,,,,,,10
4035,8,10,5.55555E+15,,2,,,,,,,,,,,,,,,,,,,,,,
4036,9,9,838870173,1,2,1,,,1,0.766666667,5,LT100,3to5,0,FALSE,0,h. $5M - $50M,Y,0,1,0,1,1,1,1,0,
4037,8,9,617146,1,2,0,1,,,,,,,,,,,,,,,,,,,,8
4038,8,8,5.55555E+15,0.6,3,0.6,,,,,,,,,,,,,,,,,,,,,
4039,10,10,499083,1,4,1,,,,,,,,,,,,,,,,,,,,,
4040,10,9,5.55555E+15,1,2,1,0,,,,,,,,,,,,,,,,,,,,
4041,10,10,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
4042,8,8,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,
4043,6,9,1092408142,0,3,0.735294118,0.647058824,0.909090909,0.2,0,10,GTE2000,3to5,1,FALSE,1,h. $5M - $50M,N,1,0,0,0,1,1,1,1,
4044,10,8,790305,1,3,1,0.666666667,,,,,,,,,,,,,,,,,,,,
4045,5,6,1224937416,0.2,2,0.6,0.333333333,1,,,,,,,,,,,,,,,,,,,
4046,8,8,764890009,0,3,0,0,,0,0.066666667,,500to1999,3to5,0,FALSE,0,g. $500K - $5M,N,1,0,0,0,1,1,1,0,
4047,10,10,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
4048,9,9,5.55555E+15,1,1,1,0,,,,,,,,,,,,,,,,,,,,
4049,9,10,5.55555E+15,,2,,,,,,,,,,,,,,,,,,,,,,
4050,9,10,1301367639,1,3,1,1,,,,,,,,,,,,,,,,,,,,
4051,9,9,584321,,2,,,,0,0,10,LT100,1,0,TRUE,0,h. $5M - $50M,N,1,0,0,0,1,1,0,0,
4052,5,10,5.55555E+15,0.5,2,0.5,,,,,,,,,,,,,,,,,,,,,
4053,10,10,242748625,1,4,1,,,,,,,,,,,,,,,,,,,,,
4054,5,1,5.55555E+15,0,2,0.411764706,0.764705882,1,,,,,,,,,,,,,,,,,,,
4055,10,10,830196046,1,3,1,,,0,0,7,LT100,3to5,1,FALSE,0,z. Unknown,N,0,0,0,0,0,0,1,0,
4056,8,3,1191245789,0.4,3,0.4,,,,,,,,,,,,,,,,,,,,,
4057,10,10,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
4058,8,7,5.55555E+15,0.8,4,0.8,0,,,,,,,,,,,,,,,,,,,,
4059,1,5,5.55555E+15,0,3,0,,,,,,,,,,,,,,,,,,,,,
4060,9,10,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
4061,7,11,999536230,0,4,0,,1,7,0.207317073,10,500to1999,3to5,0,FALSE,1,f. $50K - $500K,N,1,1,0,0,1,1,1,1,
4062,7,7,1433465499,0.4,3,0.647058824,,,,,,,,,,,,,,,,,,,,,
4063,9,8,5.55555E+15,0.333333333,2,1,,,,,,,,,,,,,,,,,,,,,
4064,10,10,849058,1,3,1,,,0,0.444444444,10,100to499,3to5,0,FALSE,0,f. $50K - $500K,Y,0,0,1,1,1,1,1,0,10
4065,8,9,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,
4066,3,10,5.55555E+15,0,4,0,,,,,,,,,,,,,,,,,,,,,10
4067,10,10,231180270,1,3,1,,,1.5,0,9,100to499,6to10,1,FALSE,1,g. $500K - $5M,N,1,0,0,0,1,1,1,0,
4068,10,10,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,
4069,8,7,5.55555E+15,0.6,3,1,0.75,1,0,0,10,LT100,1,0,FALSE,0,g. $500K - $5M,N,0,1,0,0,1,1,0,0,
4070,10,7,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
4071,10,10,1591266056,1,4,0.533333333,,0,,,,,,,,,,,,,,,,,,,
4072,8,7,577227259,0.2,3,0.909090909,,0.933333333,0,0.02173913,10,GTE2000,3to5,1,FALSE,1,i. >$50M,N,1,1,0,0,1,1,0,0,10
4073,8,10,5.55555E+15,0.2,4,0.2,,,,,,,,,,,,,,,,,,,,,
4074,9,10,630252,1,2,1,,,0,0,10,LT100,GT10,0,FALSE,0,h. $5M - $50M,N,0,0,0,0,1,1,0,0,
4075,10,10,5.55555E+15,1,1,1,,,,,,,,,,,,,,,,,,,,,
4076,10,10,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
4077,5,7,1110664544,0,2,0,,,0,0.375,9,100to499,1,0,FALSE,0,f. $50K - $500K,Y,1,1,1,1,1,1,0,0,
